Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2733340,-,-,-,40.72,-74.01,-5,12,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure
2021,1,1,0,0,0,0,0,-0.6000000000000001,2.8000000000000003,89.9,162.26,0.08,1028
2021,1,1,0,5,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,162.23,0.08,1028
2021,1,1,0,10,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,162.13,0.08,1028
2021,1,1,0,15,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,161.97,0.08,1028
2021,1,1,0,20,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,161.75,0.08,1028
2021,1,1,0,25,0,0,0,-0.7000000000000001,2.8000000000000003,90.56,161.47,0.08,1028
2021,1,1,0,30,0,0,0,-0.8,2.8000000000000003,91.22,161.14000000000001,0.08,1028
2021,1,1,0,35,0,0,0,-0.8,2.8000000000000003,91.09,160.76,0.08,1028
2021,1,1,0,40,0,0,0,-0.8,2.8000000000000003,91.09,160.33,0.08,1028
2021,1,1,0,45,0,0,0,-0.8,2.8000000000000003,91.18,159.85,0.08,1029
2021,1,1,0,50,0,0,0,-0.8,2.8000000000000003,91.18,159.33,0.08,1029
2021,1,1,0,55,0,0,0,-0.9,2.8000000000000003,91.85000000000001,158.77,0.08,1029
2021,1,1,1,0,0,0,0,-0.9,2.8000000000000003,91.85000000000001,158.18,0.08,1029
2021,1,1,1,5,0,0,0,-0.9,2.7,91.85000000000001,157.55,0.08,1029
2021,1,1,1,10,0,0,0,-0.9,2.7,91.85000000000001,156.89000000000001,0.08,1029
2021,1,1,1,15,0,0,0,-0.9,2.7,91.85000000000001,156.21,0.08,1029
2021,1,1,1,20,0,0,0,-1,2.7,92.52,155.5,0.08,1029
2021,1,1,1,25,0,0,0,-1,2.7,92.52,154.76,0.08,1029
2021,1,1,1,30,0,0,0,-1,2.6,92.52,154.01,0.08,1029
2021,1,1,1,35,0,0,0,-1,2.6,92.34,153.23,0.08,1029
2021,1,1,1,40,0,0,0,-1,2.6,92.34,152.44,0.08,1029
2021,1,1,1,45,0,0,0,-1.1,2.6,93.01,151.64000000000001,0.08,1029
2021,1,1,1,50,0,0,0,-1.1,2.6,93.01,150.81,0.08,1029
2021,1,1,1,55,0,0,0,-1.1,2.6,93.01,149.98,0.08,1029
2021,1,1,2,0,0,0,0,-1.1,2.5,93.01,149.13,0.08,1029
2021,1,1,2,5,0,0,0,-1.1,2.5,93.01,148.27,0.08,1029
2021,1,1,2,10,0,0,0,-1.1,2.5,93.01,147.41,0.08,1029
2021,1,1,2,15,0,0,0,-1.1,2.5,93.01,146.53,0.08,1029
2021,1,1,2,20,0,0,0,-1.1,2.5,93.01,145.65,0.08,1029
2021,1,1,2,25,0,0,0,-1.2000000000000002,2.5,93.7,144.75,0.08,1029
2021,1,1,2,30,0,0,0,-1.2000000000000002,2.4000000000000004,93.7,143.86,0.08,1029
2021,1,1,2,35,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,142.95000000000002,0.08,1029
2021,1,1,2,40,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,142.04,0.08,1029
2021,1,1,2,45,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,141.12,0.08,1029
2021,1,1,2,50,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,140.20000000000002,0.08,1029
2021,1,1,2,55,0,0,0,-1.2000000000000002,2.4000000000000004,93.48,139.28,0.08,1029
2021,1,1,3,0,0,0,0,-1.2000000000000002,2.3000000000000003,93.48,138.35,0.08,1029
2021,1,1,3,5,0,0,0,-1.2000000000000002,2.3000000000000003,93.48,137.42000000000002,0.08,1029
2021,1,1,3,10,0,0,0,-1.2000000000000002,2.3000000000000003,93.48,136.49,0.08,1029
2021,1,1,3,15,0,0,0,-1.2000000000000002,2.3000000000000003,93.57000000000001,135.55,0.08,1030
2021,1,1,3,20,0,0,0,-1.2000000000000002,2.3000000000000003,93.57000000000001,134.61,0.08,1030
2021,1,1,3,25,0,0,0,-1.3,2.3000000000000003,94.26,133.67000000000002,0.08,1030
2021,1,1,3,30,0,0,0,-1.3,2.3000000000000003,94.26,132.73,0.08,1030
2021,1,1,3,35,0,0,0,-1.3,2.3000000000000003,94.04,131.79,0.08,1030
2021,1,1,3,40,0,0,0,-1.3,2.3000000000000003,94.04,130.84,0.08,1030
2021,1,1,3,45,0,0,0,-1.3,2.3000000000000003,94.04,129.9,0.08,1030
2021,1,1,3,50,0,0,0,-1.3,2.3000000000000003,94.04,128.95,0.08,1030
2021,1,1,3,55,0,0,0,-1.3,2.3000000000000003,94.04,128,0.08,1030
2021,1,1,4,0,0,0,0,-1.3,2.3000000000000003,94.04,127.05,0.08,1030
2021,1,1,4,5,0,0,0,-1.3,2.3000000000000003,94.04,126.11,0.08,1030
2021,1,1,4,10,0,0,0,-1.3,2.3000000000000003,94.04,125.16,0.08,1030
2021,1,1,4,15,0,0,0,-1.3,2.3000000000000003,94.04,124.21000000000001,0.08,1030
2021,1,1,4,20,0,0,0,-1.3,2.3000000000000003,94.04,123.27,0.08,1030
2021,1,1,4,25,0,0,0,-1.3,2.3000000000000003,94.04,122.32000000000001,0.08,1030
2021,1,1,4,30,0,0,0,-1.3,2.3000000000000003,94.04,121.38,0.08,1030
2021,1,1,4,35,0,0,0,-1.3,2.3000000000000003,93.85000000000001,120.43,0.08,1030
2021,1,1,4,40,0,0,0,-1.3,2.2,93.85000000000001,119.49000000000001,0.08,1030
2021,1,1,4,45,0,0,0,-1.3,2.2,93.85000000000001,118.55,0.08,1030
2021,1,1,4,50,0,0,0,-1.4000000000000001,2.2,94.54,117.61,0.08,1030
2021,1,1,4,55,0,0,0,-1.4000000000000001,2.2,94.63,116.67,0.08,1031
2021,1,1,5,0,0,0,0,-1.4000000000000001,2.2,94.63,115.73,0.08,1031
2021,1,1,5,5,0,0,0,-1.4000000000000001,2.2,94.63,114.8,0.08,1031
2021,1,1,5,10,0,0,0,-1.4000000000000001,2.2,94.63,113.87,0.08,1031
2021,1,1,5,15,0,0,0,-1.4000000000000001,2.2,94.63,112.94,0.08,1031
2021,1,1,5,20,0,0,0,-1.4000000000000001,2.2,94.63,112.01,0.08,1031
2021,1,1,5,25,0,0,0,-1.4000000000000001,2.2,94.63,111.08,0.08,1031
2021,1,1,5,30,0,0,0,-1.4000000000000001,2.2,94.63,110.16,0.08,1031
2021,1,1,5,35,0,0,0,-1.4000000000000001,2.2,94.48,109.24000000000001,0.08,1031
2021,1,1,5,40,0,0,0,-1.4000000000000001,2.2,94.48,108.32000000000001,0.08,1031
2021,1,1,5,45,0,0,0,-1.4000000000000001,2.2,94.48,107.41,0.08,1031
2021,1,1,5,50,0,0,0,-1.4000000000000001,2.2,94.48,106.5,0.08,1031
2021,1,1,5,55,0,0,0,-1.4000000000000001,2.2,94.48,105.59,0.08,1031
2021,1,1,6,0,0,0,0,-1.4000000000000001,2.2,94.48,104.69,0.08,1031
2021,1,1,6,5,0,0,0,-1.4000000000000001,2.2,94.48,103.79,0.08,1031
2021,1,1,6,10,0,0,0,-1.4000000000000001,2.2,94.48,102.89,0.08,1031
2021,1,1,6,15,0,0,0,-1.4000000000000001,2.2,94.48,102,0.08,1031
2021,1,1,6,20,0,0,0,-1.4000000000000001,2.2,94.48,101.11,0.08,1031
2021,1,1,6,25,0,0,0,-1.4000000000000001,2.2,94.48,100.23,0.08,1031
2021,1,1,6,30,0,0,0,-1.4000000000000001,2.2,94.48,99.35000000000001,0.08,1031
2021,1,1,6,35,0,0,0,-1.3,2.2,94.14,98.48,0.08,1031
2021,1,1,6,40,0,0,0,-1.3,2.2,94.14,97.61,0.08,1031
2021,1,1,6,45,0,0,0,-1.3,2.2,94.14,96.75,0.08,1031
2021,1,1,6,50,0,0,0,-1.3,2.2,94.14,95.89,0.08,1031
2021,1,1,6,55,0,0,0,-1.3,2.2,94.14,95.03,0.08,1031
2021,1,1,7,0,0,0,0,-1.3,2.3000000000000003,94.14,94.19,0.08,1031
2021,1,1,7,5,0,0,0,-1.1,2.3000000000000003,92.77,93.35000000000001,0.08,1031
2021,1,1,7,10,0,0,0,-1,2.3000000000000003,92.09,92.51,0.08,1031
2021,1,1,7,15,0,0,0,-0.9,2.4000000000000004,91.42,91.68,0.08,1031
2021,1,1,7,20,0,0,0,-0.7000000000000001,2.4000000000000004,90.10000000000001,90.86,0.08,1031
2021,1,1,7,25,0,0,0,-0.6000000000000001,2.4000000000000004,89.44,89.52,0.08,1031
2021,1,1,7,30,8,8,1,-0.5,2.5,88.79,88.82000000000001,0.08,1031
2021,1,1,7,35,13,13,1,-0.30000000000000004,2.5,91.78,88.10000000000001,0.08,1031
2021,1,1,7,40,20,20,2,-0.2,2.5,91.11,87.36,0.08,1031
2021,1,1,7,45,29,29,5,0,2.6,89.8,86.62,0.08,1031
2021,1,1,7,50,37,36,12,0.1,2.6,89.15,85.87,0.08,1031
2021,1,1,7,55,50,46,39,0.2,2.6,88.51,85.12,0.08,1031
2021,1,1,8,0,62,55,76,0.4,2.7,87.24,84.38,0.08,1031
2021,1,1,8,5,75,60,143,0.5,2.7,86.61,83.64,0.08,1031
2021,1,1,8,10,84,66,149,0.6000000000000001,2.7,85.99,82.91,0.08,1031
2021,1,1,8,15,77,71,39,0.7000000000000001,2.7,85.37,82.18,0.08,1031
2021,1,1,8,20,99,78,137,0.8,2.7,84.76,81.46000000000001,0.08,1031
2021,1,1,8,25,95,83,72,0.9,2.7,84.15,80.75,0.08,1031
2021,1,1,8,30,107,93,77,1,2.7,83.55,80.05,0.08,1031
2021,1,1,8,35,89,84,26,1.1,2.7,84.71000000000001,79.36,0.08,1031
2021,1,1,8,40,124,105,98,1.2000000000000002,2.7,84.11,78.68,0.08,1031
2021,1,1,8,45,140,110,143,1.3,2.7,83.51,78.01,0.08,1031
2021,1,1,8,50,156,111,206,1.4000000000000001,2.7,82.91,77.35000000000001,0.08,1031
2021,1,1,8,55,165,116,216,1.5,2.7,82.32000000000001,76.7,0.08,1031
2021,1,1,9,0,162,120,174,1.6,2.7,81.73,76.07000000000001,0.08,1031
2021,1,1,9,5,176,143,128,1.8,2.7,80.57000000000001,75.44,0.08,1031
2021,1,1,9,10,197,118,301,1.9000000000000001,2.7,80,74.83,0.08,1031
2021,1,1,9,15,226,107,439,2,2.7,79.43,74.23,0.08,1031
2021,1,1,9,20,214,125,316,2.1,2.7,78.87,73.64,0.08,1031
2021,1,1,9,25,198,149,167,2.3000000000000003,2.7,77.75,73.06,0.08,1031
2021,1,1,9,30,203,149,180,2.4000000000000004,2.7,77.2,72.5,0.08,1031
2021,1,1,9,35,222,151,230,2.5,2.7,75.43,71.95,0.08,1031
2021,1,1,9,40,205,157,151,2.6,2.7,74.9,71.42,0.08,1031
2021,1,1,9,45,230,150,244,2.7,2.7,74.37,70.9,0.08,1031
2021,1,1,9,50,257,152,312,2.9000000000000004,2.7,73.32000000000001,70.4,0.08,1031
2021,1,1,9,55,249,154,276,3,2.7,72.73,69.91,0.08,1030
2021,1,1,10,0,282,140,404,3.1,2.7,72.22,69.44,0.08,1030
2021,1,1,10,5,257,167,251,3.2,2.7,71.71000000000001,68.99,0.08,1030
2021,1,1,10,10,225,188,101,3.3000000000000003,2.7,71.21000000000001,68.55,0.08,1030
2021,1,1,10,15,256,196,161,3.3000000000000003,2.7,71.21000000000001,68.12,0.08,1030
2021,1,1,10,20,240,190,133,3.4000000000000004,2.6,70.71000000000001,67.72,0.08,1030
2021,1,1,10,25,236,193,112,3.5,2.6,70.21000000000001,67.33,0.08,1030
2021,1,1,10,30,215,189,67,3.5,2.6,70.21000000000001,66.96000000000001,0.08,1030
2021,1,1,10,35,190,174,40,3.6,2.6,68.7,66.61,0.08,1030
2021,1,1,10,40,204,185,46,3.7,2.6,68.22,66.27,0.08,1030
2021,1,1,10,45,184,172,31,3.7,2.5,68.22,65.96000000000001,0.08,1030
2021,1,1,10,50,185,175,24,3.8000000000000003,2.5,67.74,65.66,0.08,1030
2021,1,1,10,55,198,183,36,3.9000000000000004,2.5,67.2,65.38,0.08,1029
2021,1,1,11,0,147,143,12,3.9000000000000004,2.5,67.2,65.13,0.08,1029
2021,1,1,11,5,151,146,12,3.9000000000000004,2.4000000000000004,67.2,64.89,0.08,1029
2021,1,1,11,10,105,104,3,3.9000000000000004,2.4000000000000004,67.2,64.67,0.08,1029
2021,1,1,11,15,129,127,6,3.9000000000000004,2.4000000000000004,67.2,64.47,0.08,1029
2021,1,1,11,20,111,110,3,3.9000000000000004,2.3000000000000003,67.2,64.3,0.08,1029
2021,1,1,11,25,99,98,2,3.9000000000000004,2.3000000000000003,67.2,64.14,0.08,1029
2021,1,1,11,30,108,107,3,3.9000000000000004,2.2,67.2,64,0.08,1029
2021,1,1,11,35,114,113,3,3.9000000000000004,2.2,68.43,63.89,0.08,1029
2021,1,1,11,40,136,133,6,3.9000000000000004,2.2,68.43,63.79,0.08,1029
2021,1,1,11,45,123,121,4,3.9000000000000004,2.1,68.43,63.72,0.08,1029
2021,1,1,11,50,110,109,2,3.9000000000000004,2.1,68.43,63.67,0.08,1029
2021,1,1,11,55,123,121,4,3.9000000000000004,2.1,68.43,63.64,0.08,1029
2021,1,1,12,0,111,109,3,3.9000000000000004,2,68.37,63.63,0.08,1028
2021,1,1,12,5,104,103,2,3.9000000000000004,2,68.37,63.64,0.08,1028
2021,1,1,12,10,123,121,4,3.8000000000000003,2,68.85000000000001,63.67,0.08,1028
2021,1,1,12,15,141,137,8,3.8000000000000003,2,68.85000000000001,63.72,0.08,1028
2021,1,1,12,20,140,137,8,3.8000000000000003,2,68.85000000000001,63.800000000000004,0.08,1028
2021,1,1,12,25,119,118,4,3.8000000000000003,2,68.85000000000001,63.89,0.08,1028
2021,1,1,12,30,144,140,9,3.8000000000000003,2,68.85000000000001,64.01,0.08,1028
2021,1,1,12,35,145,141,9,3.8000000000000003,2,71.17,64.15,0.08,1028
2021,1,1,12,40,103,102,2,3.8000000000000003,2,71.17,64.3,0.08,1028
2021,1,1,12,45,103,102,2,3.8000000000000003,2,71.17,64.48,0.08,1028
2021,1,1,12,50,102,101,4,3.8000000000000003,2,71.17,64.68,0.08,1028
2021,1,1,12,55,98,97,2,3.8000000000000003,2,71.10000000000001,64.9,0.08,1027
2021,1,1,13,0,121,119,5,3.7,2,71.60000000000001,65.14,0.08,1027
2021,1,1,13,5,101,99,4,3.7,1.9000000000000001,71.60000000000001,65.4,0.08,1027
2021,1,1,13,10,131,126,12,3.7,1.9000000000000001,71.60000000000001,65.68,0.08,1027
2021,1,1,13,15,126,121,11,3.7,1.8,71.60000000000001,65.97,0.08,1027
2021,1,1,13,20,120,117,10,3.7,1.8,71.60000000000001,66.29,0.08,1027
2021,1,1,13,25,120,116,10,3.7,1.7000000000000002,71.60000000000001,66.62,0.08,1027
2021,1,1,13,30,111,108,8,3.7,1.7000000000000002,71.60000000000001,66.98,0.08,1027
2021,1,1,13,35,119,116,8,3.6,1.7000000000000002,76.33,67.35,0.08,1027
2021,1,1,13,40,111,109,6,3.6,1.6,76.33,67.74,0.08,1027
2021,1,1,13,45,90,89,2,3.6,1.6,76.33,68.14,0.08,1027
2021,1,1,13,50,100,98,4,3.6,1.5,76.33,68.57000000000001,0.08,1027
2021,1,1,13,55,104,102,5,3.6,1.5,76.33,69.01,0.08,1027
2021,1,1,14,0,109,107,8,3.6,1.5,76.33,69.46000000000001,0.08,1027
2021,1,1,14,5,81,80,2,3.5,1.5,76.87,69.94,0.08,1027
2021,1,1,14,10,59,58,1,3.4000000000000004,1.5,77.41,70.43,0.08,1027
2021,1,1,14,15,24,24,0,3.3000000000000003,1.5,77.96000000000001,70.93,0.08,1027
2021,1,1,14,20,28,28,0,3.2,1.5,78.51,71.45,0.08,1027
2021,1,1,14,25,32,32,0,3.1,1.5,79.07000000000001,71.98,0.08,1027
2021,1,1,14,30,44,44,0,3.1,1.5,79.07000000000001,72.53,0.08,1027
2021,1,1,14,35,31,31,0,3,1.5,81.68,73.09,0.08,1027
2021,1,1,14,40,31,31,0,2.9000000000000004,1.5,82.26,73.67,0.08,1027
2021,1,1,14,45,41,41,0,2.8000000000000003,1.5,82.85000000000001,74.26,0.08,1027
2021,1,1,14,50,41,40,0,2.7,1.5,83.36,74.86,0.08,1026
2021,1,1,14,55,33,33,0,2.7,1.5,83.36,75.47,0.08,1026
2021,1,1,15,0,21,21,0,2.6,1.5,83.95,76.10000000000001,0.08,1026
2021,1,1,15,5,16,16,0,2.5,1.5,84.55,76.74,0.08,1026
2021,1,1,15,10,24,24,0,2.5,1.6,84.55,77.38,0.08,1026
2021,1,1,15,15,20,20,0,2.5,1.6,84.55,78.05,0.08,1026
2021,1,1,15,20,7,7,0,2.4000000000000004,1.6,85.15,78.72,0.08,1026
2021,1,1,15,25,6,6,0,2.4000000000000004,1.7000000000000002,85.15,79.4,0.08,1026
2021,1,1,15,30,6,6,0,2.4000000000000004,1.7000000000000002,85.15,80.09,0.08,1026
2021,1,1,15,35,5,5,0,2.3000000000000003,1.7000000000000002,86.71000000000001,80.79,0.08,1026
2021,1,1,15,40,3,3,0,2.3000000000000003,1.8,86.71000000000001,81.5,0.08,1026
2021,1,1,15,45,17,17,0,2.3000000000000003,1.8,86.71000000000001,82.22,0.08,1026
2021,1,1,15,50,15,15,0,2.2,1.9000000000000001,87.25,82.94,0.08,1025
2021,1,1,15,55,12,12,0,2.2,1.9000000000000001,87.25,83.68,0.08,1025
2021,1,1,16,0,11,11,0,2.2,1.9000000000000001,87.25,84.42,0.08,1025
2021,1,1,16,5,9,9,0,2.2,2,87.25,85.16,0.08,1025
2021,1,1,16,10,8,8,0,2.2,2,87.25,85.91,0.08,1025
2021,1,1,16,15,6,6,0,2.2,2.1,87.25,86.65,0.08,1025
2021,1,1,16,20,5,5,0,2.2,2.1,87.25,87.4,0.08,1025
2021,1,1,16,25,3,3,0,2.2,2.2,87.25,88.14,0.08,1025
2021,1,1,16,30,2,2,0,2.2,2.2,87.25,88.86,0.08,1025
2021,1,1,16,35,0,0,0,2.2,2.3000000000000003,90.42,89.56,0.08,1025
2021,1,1,16,40,0,0,0,2.2,2.3000000000000003,90.42,90.9,0.08,1025
2021,1,1,16,45,0,0,0,2.2,2.3000000000000003,90.42,91.72,0.08,1025
2021,1,1,16,50,0,0,0,2.2,2.4000000000000004,90.42,92.55,0.08,1025
2021,1,1,16,55,0,0,0,2.2,2.4000000000000004,90.34,93.39,0.08,1024
2021,1,1,17,0,0,0,0,2.2,2.5,90.34,94.23,0.08,1024
2021,1,1,17,5,0,0,0,2.2,2.5,90.34,95.08,0.08,1024
2021,1,1,17,10,0,0,0,2.2,2.6,90.34,95.93,0.08,1024
2021,1,1,17,15,0,0,0,2.2,2.7,90.34,96.79,0.08,1024
2021,1,1,17,20,0,0,0,2.2,2.7,90.34,97.65,0.08,1024
2021,1,1,17,25,0,0,0,2.2,2.8000000000000003,90.34,98.52,0.08,1024
2021,1,1,17,30,0,0,0,2.3000000000000003,2.9000000000000004,89.7,99.39,0.08,1024
2021,1,1,17,35,0,0,0,2.3000000000000003,2.9000000000000004,93.48,100.27,0.08,1024
2021,1,1,17,40,0,0,0,2.3000000000000003,3,93.39,101.16,0.08,1023
2021,1,1,17,45,0,0,0,2.3000000000000003,3,93.39,102.04,0.08,1023
2021,1,1,17,50,0,0,0,2.3000000000000003,3.1,93.39,102.94,0.08,1023
2021,1,1,17,55,0,0,0,2.3000000000000003,3.2,93.39,103.83,0.08,1023
2021,1,1,18,0,0,0,0,2.3000000000000003,3.2,93.39,104.73,0.08,1023
2021,1,1,18,5,0,0,0,2.3000000000000003,3.2,93.39,105.64,0.08,1023
2021,1,1,18,10,0,0,0,2.3000000000000003,3.2,93.39,106.54,0.08,1023
2021,1,1,18,15,0,0,0,2.4000000000000004,3.1,92.73,107.45,0.08,1023
2021,1,1,18,20,0,0,0,2.4000000000000004,3.1,92.73,108.37,0.08,1023
2021,1,1,18,25,0,0,0,2.4000000000000004,3.1,92.73,109.28,0.08,1023
2021,1,1,18,30,0,0,0,2.4000000000000004,3,92.64,110.2,0.08,1022
2021,1,1,18,35,0,0,0,2.4000000000000004,3,96.45,111.13,0.08,1022
2021,1,1,18,40,0,0,0,2.5,3,95.77,112.05,0.08,1022
2021,1,1,18,45,0,0,0,2.5,2.9000000000000004,95.77,112.98,0.08,1022
2021,1,1,18,50,0,0,0,2.5,2.9000000000000004,95.77,113.91,0.08,1022
2021,1,1,18,55,0,0,0,2.5,2.9000000000000004,95.77,114.84,0.08,1022
2021,1,1,19,0,0,0,0,2.5,2.9000000000000004,95.77,115.78,0.08,1022
2021,1,1,19,5,0,0,0,2.6,2.8000000000000003,95.09,116.71000000000001,0.08,1022
2021,1,1,19,10,0,0,0,2.6,2.8000000000000003,95.09,117.65,0.08,1022
2021,1,1,19,15,0,0,0,2.6,2.8000000000000003,95.09,118.59,0.08,1022
2021,1,1,19,20,0,0,0,2.6,2.8000000000000003,95.09,119.53,0.08,1022
2021,1,1,19,25,0,0,0,2.7,2.8000000000000003,94.33,120.48,0.08,1021
2021,1,1,19,30,0,0,0,2.7,2.8000000000000003,94.33,121.42,0.08,1021
2021,1,1,19,35,0,0,0,2.7,2.8000000000000003,97.86,122.36,0.08,1021
2021,1,1,19,40,0,0,0,2.7,2.8000000000000003,97.86,123.31,0.08,1021
2021,1,1,19,45,0,0,0,2.7,2.8000000000000003,97.86,124.25,0.08,1021
2021,1,1,19,50,0,0,0,2.8000000000000003,2.8000000000000003,97.17,125.2,0.08,1021
2021,1,1,19,55,0,0,0,2.8000000000000003,2.8000000000000003,97.17,126.15,0.08,1021
2021,1,1,20,0,0,0,0,2.8000000000000003,2.7,97.17,127.09,0.08,1021
2021,1,1,20,5,0,0,0,2.9000000000000004,2.7,96.39,128.04,0.08,1020
2021,1,1,20,10,0,0,0,2.9000000000000004,2.7,96.39,128.99,0.08,1020
2021,1,1,20,15,0,0,0,2.9000000000000004,2.7,96.39,129.93,0.08,1020
2021,1,1,20,20,0,0,0,3,2.7,95.71000000000001,130.88,0.08,1020
2021,1,1,20,25,0,0,0,3,2.7,95.71000000000001,131.82,0.08,1020
2021,1,1,20,30,0,0,0,3,2.7,95.71000000000001,132.77,0.08,1020
2021,1,1,20,35,0,0,0,3.1,2.6,98.97,133.71,0.08,1020
2021,1,1,20,40,0,0,0,3.1,2.6,98.87,134.65,0.08,1019
2021,1,1,20,45,0,0,0,3.1,2.6,98.87,135.59,0.08,1019
2021,1,1,20,50,0,0,0,3.2,2.6,98.18,136.52,0.08,1019
2021,1,1,20,55,0,0,0,3.2,2.6,98.18,137.46,0.08,1019
2021,1,1,21,0,0,0,0,3.3000000000000003,2.6,97.49000000000001,138.39000000000001,0.08,1019
2021,1,1,21,5,0,0,0,3.3000000000000003,2.6,97.49000000000001,139.31,0.08,1019
2021,1,1,21,10,0,0,0,3.3000000000000003,2.6,97.49000000000001,140.24,0.08,1019
2021,1,1,21,15,0,0,0,3.3000000000000003,2.6,97.39,141.15,0.08,1018
2021,1,1,21,20,0,0,0,3.4000000000000004,2.6,96.71000000000001,142.07,0.08,1018
2021,1,1,21,25,0,0,0,3.4000000000000004,2.6,96.71000000000001,142.98,0.08,1018
2021,1,1,21,30,0,0,0,3.4000000000000004,2.6,96.71000000000001,143.88,0.08,1018
2021,1,1,21,35,0,0,0,3.5,2.6,99.91,144.78,0.08,1018
2021,1,1,21,40,0,0,0,3.5,2.6,99.91,145.67000000000002,0.08,1018
2021,1,1,21,45,0,0,0,3.5,2.6,99.82000000000001,146.55,0.08,1017
2021,1,1,21,50,0,0,0,3.5,2.6,99.82000000000001,147.43,0.08,1017
2021,1,1,21,55,0,0,0,3.6,2.6,99.12,148.29,0.08,1017
2021,1,1,22,0,0,0,0,3.6,2.6,99.12,149.15,0.08,1017
2021,1,1,22,5,0,0,0,3.6,2.6,99.12,149.99,0.08,1017
2021,1,1,22,10,0,0,0,3.7,2.6,98.42,150.83,0.08,1017
2021,1,1,22,15,0,0,0,3.7,2.6,98.32000000000001,151.65,0.08,1016
2021,1,1,22,20,0,0,0,3.7,2.7,98.32000000000001,152.45000000000002,0.08,1016
2021,1,1,22,25,0,0,0,3.8000000000000003,2.7,97.64,153.24,0.08,1016
2021,1,1,22,30,0,0,0,3.8000000000000003,2.7,97.64,154.01,0.08,1016
2021,1,1,22,35,0,0,0,3.8000000000000003,2.7,100,154.76,0.08,1016
2021,1,1,22,40,0,0,0,3.9000000000000004,2.7,100,155.49,0.08,1015
2021,1,1,22,45,0,0,0,3.9000000000000004,2.8000000000000003,100,156.20000000000002,0.08,1015
2021,1,1,22,50,0,0,0,3.9000000000000004,2.8000000000000003,100,156.88,0.08,1015
2021,1,1,22,55,0,0,0,3.9000000000000004,2.8000000000000003,100,157.53,0.08,1015
2021,1,1,23,0,0,0,0,4,2.8000000000000003,100,158.16,0.08,1015
2021,1,1,23,5,0,0,0,4,2.8000000000000003,99.97,158.75,0.08,1014
2021,1,1,23,10,0,0,0,4,2.7,99.97,159.3,0.08,1014
2021,1,1,23,15,0,0,0,4,2.7,99.97,159.81,0.08,1014
2021,1,1,23,20,0,0,0,4,2.7,99.97,160.29,0.08,1014
2021,1,1,23,25,0,0,0,4,2.7,99.97,160.71,0.08,1014
2021,1,1,23,30,0,0,0,4,2.6,99.97,161.09,0.08,1014
2021,1,1,23,35,0,0,0,4.1000000000000005,2.6,100,161.41,0.08,1013
2021,1,1,23,40,0,0,0,4.1000000000000005,2.6,100,161.68,0.08,1013
2021,1,1,23,45,0,0,0,4.1000000000000005,2.5,100,161.9,0.08,1013
2021,1,1,23,50,0,0,0,4.1000000000000005,2.5,100,162.05,0.08,1013
2021,1,1,23,55,0,0,0,4.1000000000000005,2.5,100,162.14000000000001,0.08,1013
2021,1,2,0,0,0,0,0,4.1000000000000005,2.4000000000000004,100,162.17000000000002,0.08,1012
2021,1,2,0,5,0,0,0,4.1000000000000005,2.4000000000000004,100,162.14000000000001,0.08,1012
2021,1,2,0,10,0,0,0,4.1000000000000005,2.3000000000000003,100,162.05,0.08,1012
2021,1,2,0,15,0,0,0,4.1000000000000005,2.3000000000000003,100,161.9,0.08,1012
2021,1,2,0,20,0,0,0,4.1000000000000005,2.2,100,161.69,0.08,1012
2021,1,2,0,25,0,0,0,4.1000000000000005,2.2,100,161.42000000000002,0.08,1012
2021,1,2,0,30,0,0,0,4.1000000000000005,2.1,100,161.09,0.08,1011
2021,1,2,0,35,0,0,0,4.1000000000000005,2.1,100,160.71,0.08,1011
