Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Cloud Type,Clearsky GHI,Clearsky DHI,Clearsky DNI,Fill Flag,source_year
2019,1,1,0,0,0,0,0,5.9,4.6000000000000005,95.61,115.98,0.08,1017,7,0,0,0,0,2019
2019,1,1,0,5,0,0,0,5.9,4.6000000000000005,95.61,116.92,0.08,1017,8,0,0,0,0,2019
2019,1,1,0,10,0,0,0,5.9,4.6000000000000005,95.61,117.86,0.08,1017,8,0,0,0,0,2019
2019,1,1,0,15,0,0,0,6.0,4.6000000000000005,94.95,118.8,0.08,1017,8,0,0,0,0,2019
2019,1,1,0,20,0,0,0,6.0,4.7,94.95,119.74,0.08,1017,8,0,0,0,0,2019
2019,1,1,0,25,0,0,0,6.1000000000000005,4.7,94.21,120.68,0.08,1016,8,0,0,0,0,2019
2019,1,1,0,30,0,0,0,6.1000000000000005,4.7,94.21,121.62,0.08,1016,8,0,0,0,0,2019
2019,1,1,0,35,0,0,0,6.2,4.800000000000002,97.12,122.57,0.08,1016,8,0,0,0,0,2019
2019,1,1,0,40,0,0,0,6.2,4.800000000000002,97.12,123.51,0.08,1016,8,0,0,0,0,2019
2019,1,1,0,45,0,0,0,6.300000000000002,4.800000000000002,96.45,124.46,0.08,1016,8,0,0,0,0,2019
2019,1,1,0,50,0,0,0,6.300000000000002,4.9,96.36,125.41,0.08,1015,7,0,0,0,0,2019
2019,1,1,0,55,0,0,0,6.4,4.9,95.7,126.35,0.08,1015,7,0,0,0,0,2019
2019,1,1,1,0,0,0,0,6.4,4.9,95.7,127.3,0.08,1015,7,0,0,0,0,2019
2019,1,1,1,5,0,0,0,6.4,4.9,95.7,128.25,0.08,1015,7,0,0,0,0,2019
2019,1,1,1,10,0,0,0,6.5,4.800000000000002,95.04,129.19,0.08,1015,7,0,0,0,0,2019
2019,1,1,1,15,0,0,0,6.5,4.800000000000002,95.04,130.14,0.08,1015,8,0,0,0,0,2019
2019,1,1,1,20,0,0,0,6.5,4.7,94.95,131.08,0.08,1014,8,0,0,0,0,2019
2019,1,1,1,25,0,0,0,6.5,4.7,94.95,132.03,0.08,1014,8,0,0,0,0,2019
2019,1,1,1,30,0,0,0,6.6000000000000005,4.6000000000000005,94.3,132.97,0.08,1014,8,0,0,0,0,2019
2019,1,1,1,35,0,0,0,6.6000000000000005,4.6000000000000005,97.51,133.91,0.08,1014,6,0,0,0,0,2019
2019,1,1,1,40,0,0,0,6.6000000000000005,4.5,97.51,134.85,0.08,1014,6,0,0,0,0,2019
2019,1,1,1,45,0,0,0,6.6000000000000005,4.4,97.51,135.79,0.08,1014,6,0,0,0,0,2019
2019,1,1,1,50,0,0,0,6.7,4.4,96.75,136.73,0.08,1013,6,0,0,0,0,2019
2019,1,1,1,55,0,0,0,6.7,4.3,96.75,137.66,0.08,1013,6,0,0,0,0,2019
2019,1,1,2,0,0,0,0,6.7,4.3,96.75,138.59,0.08,1013,6,0,0,0,0,2019
2019,1,1,2,5,0,0,0,6.800000000000002,4.3,96.08,139.52,0.08,1013,8,0,0,0,0,2019
2019,1,1,2,10,0,0,0,6.800000000000002,4.3,96.08,140.44,0.08,1013,8,0,0,0,0,2019
2019,1,1,2,15,0,0,0,6.800000000000002,4.2,96.08,141.36,0.08,1013,7,0,0,0,0,2019
2019,1,1,2,20,0,0,0,6.9,4.2,95.33,142.27,0.08,1012,6,0,0,0,0,2019
2019,1,1,2,25,0,0,0,6.9,4.2,95.33,143.18,0.08,1012,6,0,0,0,0,2019
2019,1,1,2,30,0,0,0,6.9,4.2,95.33,144.09,0.08,1012,6,0,0,0,0,2019
2019,1,1,2,35,0,0,0,7.0,4.2,98.3,144.98,0.08,1012,6,0,0,0,0,2019
2019,1,1,2,40,0,0,0,7.0,4.2,98.3,145.88,0.08,1012,6,0,0,0,0,2019
2019,1,1,2,45,0,0,0,7.0,4.2,98.2,146.76,0.08,1011,6,0,0,0,0,2019
2019,1,1,2,50,0,0,0,7.1000000000000005,4.2,97.53,147.63,0.08,1011,6,0,0,0,0,2019
2019,1,1,2,55,0,0,0,7.1000000000000005,4.1000000000000005,97.53,148.5,0.08,1011,6,0,0,0,0,2019
2019,1,1,3,0,0,0,0,7.1000000000000005,4.1000000000000005,97.53,149.35,0.08,1011,6,0,0,0,0,2019
2019,1,1,3,5,0,0,0,7.2,4.1000000000000005,96.77,150.20000000000005,0.08,1010,6,0,0,0,0,2019
2019,1,1,3,10,0,0,0,7.2,4.1000000000000005,96.77,151.03,0.08,1010,6,0,0,0,0,2019
2019,1,1,3,15,0,0,0,7.300000000000002,4.1000000000000005,96.11,151.85,0.08,1010,6,0,0,0,0,2019
2019,1,1,3,20,0,0,0,7.300000000000002,4.1000000000000005,96.11,152.65,0.08,1010,6,0,0,0,0,2019
2019,1,1,3,25,0,0,0,7.4,4.0,95.46,153.44,0.08,1010,6,0,0,0,0,2019
2019,1,1,3,30,0,0,0,7.4,4.0,95.37,154.21,0.08,1009,6,0,0,0,0,2019
2019,1,1,3,35,0,0,0,7.5,4.0,99.46,154.96,0.08,1009,6,0,0,0,0,2019
2019,1,1,3,40,0,0,0,7.5,4.0,99.46,155.69,0.08,1009,6,0,0,0,0,2019
2019,1,1,3,45,0,0,0,7.6,4.0,98.78,156.4,0.08,1009,6,0,0,0,0,2019
2019,1,1,3,50,0,0,0,7.6,4.0,98.78,157.08,0.08,1009,6,0,0,0,0,2019
2019,1,1,3,55,0,0,0,7.7,4.0,98.02,157.73,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,0,0,0,0,7.7,3.9,98.02,158.35,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,5,0,0,0,7.7,4.0,98.02,158.94,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,10,0,0,0,7.800000000000002,4.0,97.35,159.49,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,15,0,0,0,7.800000000000002,4.1000000000000005,97.35,160.0,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,20,0,0,0,7.9,4.1000000000000005,96.69,160.47,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,25,0,0,0,7.9,4.1000000000000005,96.69,160.89,0.08,1008,6,0,0,0,0,2019
2019,1,1,4,30,0,0,0,8.0,4.2,95.94,161.26,0.08,1007,6,0,0,0,0,2019
2019,1,1,4,35,0,0,0,8.0,4.2,99.45,161.58,0.08,1007,6,0,0,0,0,2019
2019,1,1,4,40,0,0,0,8.1,4.3,98.77,161.84,0.08,1007,6,0,0,0,0,2019
2019,1,1,4,45,0,0,0,8.1,4.3,98.77,162.05,0.08,1007,6,0,0,0,0,2019
2019,1,1,4,50,0,0,0,8.200000000000001,4.3,98.11,162.20000000000005,0.08,1007,6,0,0,0,0,2019
2019,1,1,4,55,0,0,0,8.200000000000001,4.4,98.11,162.28,0.08,1007,6,0,0,0,0,2019
2019,1,1,5,0,0,0,0,8.3,4.4,97.35,162.3,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,5,0,0,0,8.3,4.5,97.35,162.26,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,10,0,0,0,8.4,4.5,96.69,162.16,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,15,0,0,0,8.4,4.5,96.69,162.0,0.08,1006,7,0,0,0,0,2019
2019,1,1,5,20,0,0,0,8.5,4.5,96.04,161.78,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,25,0,0,0,8.6,4.5,95.39,161.5,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,30,0,0,0,8.6,4.6000000000000005,95.39,161.16,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,35,0,0,0,8.700000000000001,4.6000000000000005,99.3,160.78,0.08,1006,6,0,0,0,0,2019
2019,1,1,5,40,0,0,0,8.700000000000001,4.6000000000000005,99.2,160.34,0.08,1005,7,0,0,0,0,2019
2019,1,1,5,45,0,0,0,8.8,4.6000000000000005,98.53,159.86,0.08,1005,6,0,0,0,0,2019
2019,1,1,5,50,0,0,0,8.8,4.7,98.53,159.34,0.08,1005,6,0,0,0,0,2019
2019,1,1,5,55,0,0,0,8.9,4.7,97.87,158.78,0.08,1005,6,0,0,0,0,2019
2019,1,1,6,0,0,0,0,9.0,4.7,97.22,158.18,0.08,1005,6,0,0,0,0,2019
2019,1,1,6,5,0,0,0,9.0,4.7,97.22,157.55,0.08,1005,6,0,0,0,0,2019
2019,1,1,6,10,0,0,0,9.1,4.7,96.56,156.9,0.08,1005,6,0,0,0,0,2019
2019,1,1,6,15,0,0,0,9.2,4.7,95.82,156.21,0.08,1004,6,0,0,0,0,2019
2019,1,1,6,20,0,0,0,9.3,4.800000000000002,95.18,155.5,0.08,1004,6,0,0,0,0,2019
2019,1,1,6,25,0,0,0,9.3,4.800000000000002,95.18,154.76,0.08,1004,6,0,0,0,0,2019
2019,1,1,6,30,0,0,0,9.4,4.800000000000002,94.54,154.0,0.08,1004,7,0,0,0,0,2019
2019,1,1,6,35,0,0,0,9.5,4.800000000000002,100.0,153.23,0.08,1004,7,0,0,0,0,2019
2019,1,1,6,40,0,0,0,9.6,4.800000000000002,99.53,152.43,0.08,1004,7,0,0,0,0,2019
2019,1,1,6,45,0,0,0,9.6,4.800000000000002,99.43,151.63,0.08,1003,6,0,0,0,0,2019
2019,1,1,6,50,0,0,0,9.7,4.800000000000002,98.77,150.8,0.08,1003,7,0,0,0,0,2019
2019,1,1,6,55,0,0,0,9.8,4.800000000000002,98.11,149.97,0.08,1003,7,0,0,0,0,2019
2019,1,1,7,0,0,0,0,9.9,4.9,97.46,149.12,0.08,1003,6,0,0,0,0,2019
2019,1,1,7,5,0,0,0,9.9,4.800000000000002,97.46,148.26,0.08,1003,6,0,0,0,0,2019
2019,1,1,7,10,0,0,0,9.9,4.800000000000002,97.46,147.39,0.08,1003,6,0,0,0,0,2019
2019,1,1,7,15,0,0,0,10.0,4.800000000000002,96.81,146.52,0.08,1003,7,0,0,0,0,2019
2019,1,1,7,20,0,0,0,10.0,4.7,96.81,145.63,0.08,1003,7,0,0,0,0,2019
2019,1,1,7,25,0,0,0,10.1,4.7,96.16,144.74,0.08,1003,6,0,0,0,0,2019
2019,1,1,7,30,0,0,0,10.1,4.7,96.07,143.84,0.08,1002,7,0,0,0,0,2019
2019,1,1,7,35,0,0,0,10.1,4.6000000000000005,99.84,142.93,0.08,1002,7,0,0,0,0,2019
2019,1,1,7,40,0,0,0,10.2,4.6000000000000005,99.18,142.02,0.08,1002,7,0,0,0,0,2019
2019,1,1,7,45,0,0,0,10.2,4.6000000000000005,99.18,141.11,0.08,1002,7,0,0,0,0,2019
2019,1,1,7,50,0,0,0,10.2,4.6000000000000005,99.18,140.19,0.08,1002,7,0,0,0,0,2019
2019,1,1,7,55,0,0,0,10.3,4.5,98.52,139.26,0.08,1002,8,0,0,0,0,2019
2019,1,1,8,0,0,0,0,10.3,4.5,98.52,138.33,0.08,1002,8,0,0,0,0,2019
2019,1,1,8,5,0,0,0,10.4,4.5,97.87,137.4,0.08,1002,8,0,0,0,0,2019
2019,1,1,8,10,0,0,0,10.4,4.5,97.87,136.47,0.08,1002,4,0,0,0,0,2019
2019,1,1,8,15,0,0,0,10.5,4.5,97.22,135.53,0.08,1002,7,0,0,0,0,2019
2019,1,1,8,20,0,0,0,10.5,4.5,97.22,134.59,0.08,1002,7,0,0,0,0,2019
2019,1,1,8,25,0,0,0,10.6,4.5,96.57,133.65,0.08,1002,4,0,0,0,0,2019
2019,1,1,8,30,0,0,0,10.6,4.5,96.57,132.71,0.08,1002,4,0,0,0,0,2019
2019,1,1,8,35,0,0,0,10.7,4.5,99.67,131.77,0.08,1001,4,0,0,0,0,2019
2019,1,1,8,40,0,0,0,10.7,4.5,99.67,130.82,0.08,1001,4,0,0,0,0,2019
2019,1,1,8,45,0,0,0,10.8,4.5,99.01,129.87,0.08,1001,4,0,0,0,0,2019
2019,1,1,8,50,0,0,0,10.8,4.5,99.01,128.93,0.08,1001,8,0,0,0,0,2019
2019,1,1,8,55,0,0,0,10.9,4.5,98.36,127.98,0.08,1001,7,0,0,0,0,2019
2019,1,1,9,0,0,0,0,10.9,4.5,98.36,127.03,0.08,1001,7,0,0,0,0,2019
2019,1,1,9,5,0,0,0,11.0,4.5,97.71,126.09,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,10,0,0,0,11.1,4.6000000000000005,97.06,125.14,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,15,0,0,0,11.2,4.6000000000000005,96.42,124.19,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,20,0,0,0,11.3,4.6000000000000005,95.79,123.25,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,25,0,0,0,11.4,4.7,95.16,122.3,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,30,0,0,0,11.4,4.7,95.16,121.36,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,35,0,0,0,11.5,4.7,100.0,120.41,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,40,0,0,0,11.6,4.800000000000002,99.95,119.47,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,45,0,0,0,11.7,4.800000000000002,99.29,118.53,0.08,1001,7,0,0,0,0,2019
2019,1,1,9,50,0,0,0,11.8,4.800000000000002,98.64,117.59,0.08,1001,4,0,0,0,0,2019
2019,1,1,9,55,0,0,0,11.9,4.9,97.99,116.65,0.08,1001,7,0,0,0,0,2019
2019,1,1,10,0,0,0,0,12.0,4.9,97.35,115.72,0.08,1001,4,0,0,0,0,2019
2019,1,1,10,5,0,0,0,12.0,4.9,97.35,114.78,0.08,1001,4,0,0,0,0,2019
2019,1,1,10,10,0,0,0,12.0,4.9,97.35,113.85,0.08,1001,4,0,0,0,0,2019
2019,1,1,10,15,0,0,0,12.1,4.9,96.72,112.92,0.08,1001,4,0,0,0,0,2019
2019,1,1,10,20,0,0,0,12.1,4.9,96.72,111.99,0.08,1001,4,0,0,0,0,2019
2019,1,1,10,25,0,0,0,12.1,4.800000000000002,96.81,111.07,0.08,1002,4,0,0,0,0,2019
2019,1,1,10,30,0,0,0,12.2,4.800000000000002,96.18,110.14,0.08,1002,4,0,0,0,0,2019
2019,1,1,10,35,0,0,0,12.2,4.800000000000002,98.77,109.22,0.08,1002,4,0,0,0,0,2019
2019,1,1,10,40,0,0,0,12.2,4.800000000000002,98.77,108.31,0.08,1002,4,0,0,0,0,2019
2019,1,1,10,45,0,0,0,12.3,4.800000000000002,98.13,107.39,0.08,1002,4,0,0,0,0,2019
2019,1,1,10,50,0,0,0,12.3,4.800000000000002,98.13,106.48,0.08,1002,7,0,0,0,0,2019
2019,1,1,10,55,0,0,0,12.3,4.800000000000002,98.13,105.58,0.08,1002,4,0,0,0,0,2019
2019,1,1,11,0,0,0,0,12.4,4.800000000000002,97.49,104.67,0.08,1002,4,0,0,0,0,2019
2019,1,1,11,5,0,0,0,12.4,4.800000000000002,97.49,103.77,0.08,1002,4,0,0,0,0,2019
2019,1,1,11,10,0,0,0,12.4,4.800000000000002,97.49,102.88,0.08,1002,4,0,0,0,0,2019
2019,1,1,11,15,0,0,0,12.4,4.7,97.49,101.99,0.08,1002,4,0,0,0,0,2019
2019,1,1,11,20,0,0,0,12.4,4.7,97.49,101.1,0.08,1002,8,0,0,0,0,2019
2019,1,1,11,25,0,0,0,12.5,4.7,96.85,100.22,0.08,1002,7,0,0,0,0,2019
2019,1,1,11,30,0,0,0,12.5,4.7,96.85,99.34,0.08,1002,7,0,0,0,0,2019
2019,1,1,11,35,0,0,0,12.5,4.7,95.95,98.47,0.08,1002,7,0,0,0,0,2019
2019,1,1,11,40,0,0,0,12.5,4.7,96.05,97.6,0.08,1003,7,0,0,0,0,2019
2019,1,1,11,45,0,0,0,12.5,4.7,96.05,96.73,0.08,1003,7,0,0,0,0,2019
2019,1,1,11,50,0,0,0,12.5,4.7,96.05,95.88,0.08,1003,7,0,0,0,0,2019
2019,1,1,11,55,0,0,0,12.6,4.7,95.42,95.02,0.08,1003,7,0,0,0,0,2019
2019,1,1,12,0,0,0,0,12.6,4.7,95.42,94.18,0.08,1003,7,0,0,0,0,2019
2019,1,1,12,5,0,0,0,12.6,4.7,95.42,93.34,0.08,1003,7,0,0,0,0,2019
2019,1,1,12,10,0,0,0,12.6,4.7,95.42,92.5,0.08,1003,7,0,0,0,0,2019
2019,1,1,12,15,0,0,0,12.5,4.7,96.05,91.67,0.08,1003,7,0,0,0,0,2019
2019,1,1,12,20,0,0,0,12.5,4.7,96.05,90.85,0.08,1003,7,0,0,0,0,2019
2019,1,1,12,25,0,0,0,12.5,4.7,96.14,89.55,0.08,1004,7,0,0,0,7,2019
2019,1,1,12,30,4,4,0,12.5,4.7,96.14,88.85000000000002,0.08,1004,4,15,11,165,7,2019
2019,1,1,12,35,7,7,0,12.5,4.7,90.49,88.12,0.08,1004,4,21,15,196,7,2019
2019,1,1,12,40,14,14,0,12.5,4.7,90.49,87.37,0.08,1004,4,29,18,245,7,2019
2019,1,1,12,45,17,17,0,12.5,4.7,90.49,86.63,0.08,1004,4,38,21,290,7,2019
2019,1,1,12,50,18,18,0,12.5,4.800000000000002,90.49,85.88,0.08,1004,4,48,24,332,7,2019
2019,1,1,12,55,15,15,0,12.5,4.800000000000002,90.49,85.13,0.08,1004,7,59,27,370,7,2019
2019,1,1,13,0,33,32,2,12.5,4.800000000000002,90.58,84.38,0.08,1005,7,70,30,405,7,2019
2019,1,1,13,5,42,41,4,12.4,4.800000000000002,91.18,83.65,0.08,1005,7,81,33,440,7,2019
2019,1,1,13,10,34,34,2,12.4,4.800000000000002,91.18,82.91,0.08,1005,7,93,35,470,7,2019
2019,1,1,13,15,53,52,7,12.3,4.800000000000002,91.78,82.19,0.08,1005,7,105,38,497,7,2019
2019,1,1,13,20,42,42,2,12.3,4.800000000000002,91.78,81.47,0.08,1005,7,117,40,522,7,2019
2019,1,1,13,25,44,44,2,12.3,4.800000000000002,91.78,80.76,0.08,1005,7,129,42,546,7,2019
2019,1,1,13,30,37,37,1,12.2,4.800000000000002,92.38,80.06,0.08,1005,7,142,44,567,7,2019
2019,1,1,13,35,51,51,3,12.2,4.800000000000002,84.48,79.37,0.08,1005,6,153,46,578,7,2019
2019,1,1,13,40,70,68,7,12.2,4.800000000000002,84.48,78.69,0.08,1005,7,165,48,597,7,2019
2019,1,1,13,45,55,55,3,12.1,4.7,85.12,78.02,0.08,1006,6,177,50,614,7,2019
2019,1,1,13,50,38,38,0,12.1,4.7,85.12,77.36,0.08,1006,6,190,52,634,7,2019
2019,1,1,13,55,61,61,3,12.0,4.7,85.68,76.71000000000002,0.08,1006,6,202,53,649,7,2019
2019,1,1,14,0,68,67,4,12.0,4.7,85.68,76.08,0.08,1006,6,214,54,663,7,2019
2019,1,1,14,5,69,67,4,11.9,4.7,86.24,75.45,0.08,1006,6,225,56,676,7,2019
2019,1,1,14,10,34,34,0,11.9,4.7,86.24,74.84,0.08,1006,6,237,57,688,0,2019
2019,1,1,14,15,59,58,2,11.8,4.800000000000002,86.81,74.24,0.08,1006,6,248,58,699,0,2019
2019,1,1,14,20,83,82,6,11.8,4.800000000000002,86.81,73.65,0.08,1006,6,259,59,710,0,2019
2019,1,1,14,25,111,107,16,11.7,4.800000000000002,87.39,73.08,0.08,1006,6,270,60,720,0,2019
2019,1,1,14,30,64,63,2,11.7,4.800000000000002,87.39,72.52,0.08,1006,6,281,61,733,0,2019
2019,1,1,14,35,76,75,3,11.6,4.800000000000002,80.38,71.97,0.08,1007,6,292,61,747,0,2019
2019,1,1,14,40,81,80,4,11.6,4.800000000000002,80.38,71.44,0.08,1007,6,302,62,755,0,2019
2019,1,1,14,45,83,82,3,11.5,4.800000000000002,80.91,70.92,0.08,1007,6,312,63,763,0,2019
2019,1,1,14,50,108,105,9,11.5,4.800000000000002,80.91,70.42,0.08,1007,6,322,64,770,0,2019
2019,1,1,14,55,91,90,4,11.4,4.800000000000002,81.44,69.93,0.08,1007,6,331,64,777,0,2019
2019,1,1,15,0,83,83,2,11.4,4.800000000000002,81.44,69.46000000000001,0.08,1007,6,340,65,784,0,2019
2019,1,1,15,5,106,104,6,11.3,4.800000000000002,81.98,69.01,0.08,1007,6,349,66,790,0,2019
2019,1,1,15,10,115,112,7,11.3,4.800000000000002,81.98,68.57000000000001,0.08,1007,6,358,67,799,0,2019
2019,1,1,15,15,87,86,2,11.2,4.9,82.53,68.15,0.08,1007,6,366,67,804,0,2019
2019,1,1,15,20,55,54,1,11.1,4.9,83.08,67.74,0.08,1007,6,374,67,809,0,2019
2019,1,1,15,25,50,50,0,11.1,4.9,83.08,67.35,0.08,1007,6,381,68,814,0,2019
2019,1,1,15,30,51,51,0,11.0,5.0,83.63,66.98,0.08,1007,6,388,68,818,0,2019
2019,1,1,15,35,99,98,3,10.9,5.0,74.9,66.63,0.08,1007,6,396,67,831,0,2019
2019,1,1,15,40,118,115,6,10.8,5.0,75.48,66.3,0.08,1008,6,403,67,834,0,2019
2019,1,1,15,45,145,139,13,10.8,5.0,75.48,65.99,0.08,1008,6,408,67,838,0,2019
2019,1,1,15,50,107,106,3,10.7,5.1000000000000005,75.98,65.69,0.08,1008,6,416,68,845,0,2019
2019,1,1,15,55,146,141,13,10.6,5.1000000000000005,76.49,65.42,0.08,1008,6,421,68,848,0,2019
2019,1,1,16,0,160,153,16,10.6,5.1000000000000005,76.49,65.16,0.08,1008,6,426,69,851,0,2019
2019,1,1,16,5,127,124,6,10.5,5.1000000000000005,77.0,64.92,0.08,1008,6,430,69,853,0,2019
2019,1,1,16,10,116,114,4,10.4,5.1000000000000005,77.51,64.71000000000001,0.08,1008,6,434,69,855,0,2019
2019,1,1,16,15,101,100,2,10.4,5.1000000000000005,77.51,64.51,0.08,1008,6,438,69,857,0,2019
2019,1,1,16,20,106,104,3,10.3,5.1000000000000005,78.03,64.33,0.08,1008,6,441,69,859,0,2019
2019,1,1,16,25,111,110,3,10.2,5.1000000000000005,78.55,64.18,0.08,1008,6,444,69,860,0,2019
2019,1,1,16,30,137,134,8,10.1,5.1000000000000005,79.07000000000002,64.04,0.08,1008,6,447,70,862,0,2019
2019,1,1,16,35,84,83,1,10.1,5.0,71.55,63.93,0.08,1008,6,450,66,875,0,2019
2019,1,1,16,40,239,208,70,10.0,5.0,72.03,63.83,0.08,1008,7,454,66,881,0,2019
2019,1,1,16,45,332,203,291,9.9,5.0,72.51,63.76,0.08,1008,7,456,66,881,0,2019
2019,1,1,16,50,235,207,63,9.9,5.0,72.51,63.71,0.08,1008,7,457,66,882,0,2019
2019,1,1,16,55,345,189,353,9.8,5.0,73.07000000000002,63.68,0.08,1009,7,457,66,882,0,2019
2019,1,1,17,0,370,159,476,9.7,5.0,73.56,63.67,0.08,1009,8,457,66,882,0,2019
2019,1,1,17,5,291,217,168,9.7,5.0,73.56,63.68,0.08,1009,7,457,66,882,0,2019
2019,1,1,17,10,359,159,451,9.6,4.9,74.06,63.72,0.08,1009,7,456,66,881,0,2019
2019,1,1,17,15,315,190,282,9.5,4.9,74.56,63.77,0.08,1009,7,455,66,881,0,2019
2019,1,1,17,20,454,66,880,9.5,4.9,74.56,63.85,0.08,1009,1,454,66,880,0,2019
2019,1,1,17,25,452,65,879,9.4,4.800000000000002,75.06,63.94000000000001,0.08,1009,0,452,65,879,0,2019
2019,1,1,17,30,449,65,878,9.4,4.800000000000002,75.06,64.06,0.08,1009,0,449,65,878,0,2019
2019,1,1,17,35,447,63,883,9.3,4.800000000000002,71.03,64.2,0.08,1009,0,447,63,883,0,2019
2019,1,1,17,40,444,63,881,9.3,4.800000000000002,71.03,64.36,0.08,1009,0,444,63,881,0,2019
2019,1,1,17,45,441,63,879,9.2,4.7,71.58,64.54,0.08,1010,1,441,63,879,0,2019
2019,1,1,17,50,437,63,878,9.2,4.7,71.58,64.73,0.08,1010,1,437,63,878,0,2019
2019,1,1,17,55,333,223,259,9.1,4.7,72.06,64.95,0.08,1010,2,433,62,875,0,2019
2019,1,1,18,0,428,62,873,9.1,4.7,72.06,65.19,0.08,1010,0,428,62,873,0,2019
2019,1,1,18,5,423,62,870,9.0,4.6000000000000005,72.55,65.45,0.08,1010,0,423,62,870,0,2019
2019,1,1,18,10,418,61,868,8.9,4.6000000000000005,73.04,65.73,0.08,1010,1,418,61,868,0,2019
2019,1,1,18,15,412,61,864,8.9,4.6000000000000005,73.04,66.03,0.08,1010,0,412,61,864,0,2019
2019,1,1,18,20,406,61,861,8.8,4.6000000000000005,73.53,66.35,0.08,1010,0,406,61,861,0,2019
2019,1,1,18,25,400,60,857,8.8,4.5,73.60000000000002,66.68,0.08,1011,1,400,60,857,0,2019
2019,1,1,18,30,262,225,93,8.700000000000001,4.5,74.10000000000002,67.04,0.08,1011,2,393,60,853,0,2019
2019,1,1,18,35,206,197,23,8.700000000000001,4.5,71.3,67.41,0.08,1011,2,385,61,844,0,2019
2019,1,1,18,40,195,188,18,8.6,4.5,71.78,67.8,0.08,1011,2,378,60,840,0,2019
2019,1,1,18,45,144,143,3,8.6,4.5,71.78,68.2,0.08,1011,2,370,60,835,0,2019
2019,1,1,18,50,141,140,3,8.5,4.4,72.27,68.63,0.08,1011,4,362,59,830,0,2019
2019,1,1,18,55,138,136,3,8.5,4.4,72.27,69.07000000000001,0.08,1011,4,353,59,824,0,2019
2019,1,1,19,0,202,191,33,8.4,4.4,72.83,69.53,0.08,1012,2,345,58,818,0,2019
2019,1,1,19,5,227,197,88,8.3,4.4,73.33,70.0,0.08,1012,4,335,58,812,0,2019
2019,1,1,19,10,251,177,219,8.3,4.3,73.33,70.49,0.08,1012,4,328,57,810,0,2019
2019,1,1,19,15,241,175,204,8.200000000000001,4.3,73.83,70.99,0.08,1012,2,318,57,803,0,2019
2019,1,1,19,20,231,172,186,8.1,4.3,74.33,71.51,0.08,1012,4,308,56,796,0,2019
2019,1,1,19,25,178,169,31,8.0,4.2,74.83,72.05,0.08,1012,4,298,55,787,0,2019
2019,1,1,19,30,208,168,134,8.0,4.2,74.83,72.59,0.08,1012,3,287,54,779,0,2019
2019,1,1,19,35,188,143,156,7.9,4.2,73.51,73.16,0.08,1013,7,275,55,762,0,2019
2019,1,1,19,40,174,159,53,7.800000000000002,4.2,74.01,73.73,0.08,1013,4,265,54,752,0,2019
2019,1,1,19,45,160,150,35,7.7,4.1000000000000005,74.51,74.32000000000002,0.08,1013,4,253,53,742,0,2019
2019,1,1,19,50,154,145,37,7.7,4.1000000000000005,74.51,74.92,0.08,1013,4,242,52,730,7,2019
2019,1,1,19,55,108,107,4,7.6,4.1000000000000005,75.02,75.54,0.08,1013,4,230,51,718,7,2019
2019,1,1,20,0,138,131,28,7.5,4.0,75.54,76.16,0.08,1013,4,218,50,705,7,2019
2019,1,1,20,5,78,78,1,7.4,4.0,76.05,76.8,0.08,1013,4,206,48,692,7,2019
2019,1,1,20,10,131,121,42,7.300000000000002,4.0,76.65,77.45,0.08,1014,4,194,47,677,7,2019
2019,1,1,20,15,115,111,21,7.2,3.9,77.17,78.11,0.08,1014,4,182,46,661,7,2019
2019,1,1,20,20,112,106,29,7.1000000000000005,3.9,77.7,78.78,0.08,1014,4,170,44,644,7,2019
2019,1,1,20,25,104,99,27,6.9,3.8,78.77,79.47,0.08,1014,4,157,43,625,7,2019
2019,1,1,20,30,84,83,6,6.800000000000002,3.8,79.31,80.16,0.08,1014,4,145,41,605,7,2019
2019,1,1,20,35,83,81,10,6.7,3.8,77.31,80.86,0.08,1014,4,131,40,573,7,2019
2019,1,1,20,40,65,65,2,6.6000000000000005,3.7,77.84,81.57000000000002,0.08,1014,4,119,38,549,7,2019
2019,1,1,20,45,69,68,9,6.5,3.7,78.46000000000002,82.29,0.08,1015,4,107,36,523,7,2019
